K-means_label,category,title,abstract
3,2,Divided prismatic Frobenius crystals of small height and the category $\mathcal{M}\mathcal{F}$,"Let $\mathcal{X}$ be a smooth $p$-adic formal scheme over a mixed
characteristic complete discrete valuation ring $\mathcal{O}_{K}$ with perfect
residue field. We introduce a general category $\mathcal{M}\mathcal{F}_{[0,
p-2]}^{tor-free}(\mathcal{X})$ of $p$-torsion free crystalline coefficient
objects and show that this category is equivalent to the category of completed
prismatic Frobenius crystals of height $p-2$, recently introduced by
Du-Liu-Moon-Shimizu. In particular this shows that the category
$\mathcal{M}\mathcal{F}^{tor-free}_{[0, p-2]}(\mathcal{X})$ is equivalent to
the category of crystalline $\mathbb{Z}_p$-local systems on $\mathcal{X}$ with
Hodge-Tate weights in $\{0,\ldots , p-2\}$, which generalizes the crystalline
part of a theorem of Breuil-Liu to higher dimensions."
3,2,Étale cohomology of algebraic varieties over Stein compacta,"We prove a comparison theorem between the \'etale cohomology of algebraic
varieties over Stein compacta and the singular cohomology of their
analytifications. We deduce that the field of meromorphic functions in a
neighborhood of a connected Stein compact subset of a normal complex space of
dimension $n$ has cohomological dimension $n$. As an application of
$\textrm{Gal}(\mathbb{C}/\mathbb{R})$-equivariant variants of these results, we
obtain a quantitative version of Hilbert's 17th problem on compact subsets of
real-analytic spaces."
3,2,Simultaneous Galois points for a reducible plane curve consisting of nonsingular components,"Yoshihara's definition of Galois points for irreducible plane curves is
extended to reducible plane curves. We also define simultaneous Galois points,
weakening the conditions of the definition. We studied the number of
simultaneous Galois points for a reduced plane curve with nonsingular
components."
3,2,Bott manifolds with vanishing Futaki invariants for all Kähler classes,"We prove that the only Bott manifolds such that the Futaki invariant vanishes
for any K\""ahler class are isomorphic to the products of the projective lines."
3,2,Crepant resolution of $\mathbb{A}^4/A_4$ in characteristic 2,"In this paper, we construct a crepant resolution for the quotient singularity
$\mathbb{A}^4/A_4$ in characteristic 2, where $A_4$ is the alternating group of
degree 4 with permutation action on $\mathbb{A}^4$. By computing the Euler
number of the crepant resolution, we obtain a new counterexample to an
analogous statement of McKay correspondence in positive characteristic."
3,2,Some Arithmetic Properties of Complex Local Systems,"This small text was written for the AMS Notices. It is a survey of
integrality properties of complex local systems, where I tried to single out
one example which is not entirely explicit in the literature. The focus is on
the obstruction it yields for a finitely presented group to be the topological
fundamental group of a connected smooth quasi-projective complex variety. I
thank Johan de Jong, Michael Groechenig, and Moritz Kerz.
  The material in this expository note relies on joint work or discussions with
them. [v2: There was one TeX typo on p.8 which I corrected]."
3,2,Multilinear Hyperquiver Representations,"We count singular vector tuples of a system of tensors assigned to the edges
of a directed hypergraph. To do so, we study the generalisation of quivers to
directed hypergraphs. Assigning vector spaces to the nodes of a hypergraph and
multilinear maps to its hyperedges gives a hyperquiver representation.
Hyperquiver representations generalise quiver representations (where all
hyperedges are edges) and tensors (where there is only one multilinear map).
The singular vectors of a hyperquiver representation are a compatible
assignment of vectors to the nodes. We compute the dimension and degree of the
variety of singular vectors of a sufficiently generic hyperquiver
representation. Our formula specialises to known results that count the
singular vectors and eigenvectors of a generic tensor."
3,2,Dualizing and canonical complexes on finite posets,"We develop Grothendieck's theory of dualizing complexes on finite posets, and
its subsequent theory of Cohen-Macaulayness."
3,2,Degrees of some orthogonal Deligne--Lusztig varieties,"We show a degree formula for a type of orthogonal Deligne--Lusztig varieties
and their Pl\""ucker embeddings. This is an analog of work of Li on a unitary
case."
3,2,Irreducible Holomorphic Symplectic manifolds with an action of $\mathbb Z_4^3 : \mathcal A_6$,"H\""ohn and Mason classified the possible symplectic groups acting on an
Irreducible Holomorphic Symplectic (IHS) manifold of K3$^{[2]}$-type, finding
that $\mathbb Z_3^4 : \mathcal A_6$ is the symplectic group with the biggest
order. In this paper, we study the possible IHS manifolds of K3$^{[2]}$-type
with a symplectic action of $\mathbb Z_3^4 : \mathcal A_6$ and also admitting a
non-symplectic automorphism. We characterize such IHS manifolds. In particular
we prove that there exists a IHS manifold of K3$^{[2]}$-type with finite
automorphism group of order 174960, the biggest possible order for the
automorphism group of a IHS manifold of K3$^{[2]}$-type, and it is the Fano
variety of lines of the Fermat cubic fourfold."
3,2,Quantum Lefschetz theorem revisited,"Let $X$ be any smooth Deligne-Mumford stack with projective coarse moduli,
and $Y$ be a complete intersection in $X$ associated with a direct sum of
semi-positive line bundles. For any point on the Givental's Lagrangian cone of
$X$ satisfying a mild condition called admissible series, we will show that a
hyper-geometric modification of the point lies on the Lagrangian cone of $Y$.
This confirms a prediction from Coates--Corti--Iritani--Tseng about the genus
zero quantum Lefschetz theorem beyond convexity."
3,2,Newton--Okounkov bodies and minimal models for cluster varieties,"Let $Y$ be a (partial) minimal model of a scheme $V$ with a cluster
structure. Under natural assumptions, for every choice of seed we associate a
Newton--Okounkov body to every divisor on $Y$ supported on $Y \setminus V$ and
show that these Newton--Okounkov bodies are positive sets in the sense of
Gross, Hacking, Keel and Kontsevich \cite{GHKK}. This construction essentially
reverses the procedure in loc. cit. that generalizes the polytope construction
of a toric variety to the framework of cluster varieties.
  In a closely related setting, we consider cases where $Y$ is a projective
variety whose universal torsor $\text{UT}_Y$ is a partial minimal model of a
scheme with a cluster structure of type $\mathcal A$. If the theta functions
parametrized by the integral points of the associated superpotential cone form
a basis of the ring of algebraic functions on $\text{UT}_Y$ and the action of
the torus $T_{\text{Pic}(Y)^*}$ on $\text{UT}_Y$ is compatible with the cluster
structure, then for every choice of seed we associate a Newton--Okounkov body
to every line bundle on $Y$. We prove that any such Newton--Okounkov body is a
positive set and that $Y$ is a minimal model of a quotient of a cluster
$\mathcal A$-variety by the action of a torus.
  Our constructions lead to the notion of the intrinsic Newton--Okounkov body
associated to a boundary divisor in a partial minimal model of a scheme with a
cluster structure. This provides a wide class of examples of Newton-Okoukov
bodies exhibiting a wall-crossing phenomenon in the sense of Escobar--Harada
\cite{EH20}.
  This approach includes the partial flag varieties that arise as minimal
models of cluster varieties. For the case of Grassmannians, our approach
recovers, up to interesting unimodular equivalences, the Newton--Okounkov
bodies constructed by Rietsch--Williams in \cite{RW}."
